gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2235615410	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5590731825610752	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.335833	-76.299167			3217.0				2016-08-15T00:00:00	15	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:43.003Z		COORDINATE_ROUNDED
2235615409	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6722691729981440	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.943611	-76.550278			3279.0				2016-09-14T00:00:00	14	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.995Z		COORDINATE_ROUNDED
2235615408	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5878266799849472	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.950556	-76.5475			2978.0				2016-09-09T00:00:00	9	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.996Z		COORDINATE_ROUNDED
2235615407	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6652322985803776	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.943611	-76.609167			3235.0				2016-09-06T00:00:00	6	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.998Z		COORDINATE_ROUNDED
2235615406	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5843619499999232	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.17	-76.468392			3097.0				2016-10-06T00:00:00	6	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:43Z		COORDINATE_ROUNDED
2235615405	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5449994337255424	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.339444	-76.312222			3446.0				2016-08-13T00:00:00	13	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.997Z		COORDINATE_ROUNDED
2235615404	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6329603639476224	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.936111	-76.588889			3189.0				2016-09-06T00:00:00	6	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.997Z		COORDINATE_ROUNDED
2235615403	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5825490241716224	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.217021	-76.575205			3399.0				2016-10-25T00:00:00	25	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.977Z		COORDINATE_ROUNDED
2235615402	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5245485174489088	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.219807	-76.575766			3414.0				2016-10-25T00:00:00	25	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.977Z		COORDINATE_ROUNDED
2235615401	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6195463220887552	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.954444	-76.574722			3481.0				2016-09-16T00:00:00	16	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.975Z		COORDINATE_ROUNDED
2235615400	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6388440195137536	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.220944	-76.570778			3614.0				2016-10-25T00:00:00	25	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.975Z		COORDINATE_ROUNDED
2235615399	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6265831965065216	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.874167	-76.635278			3456.0				2016-09-30T00:00:00	30	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.948Z		COORDINATE_ROUNDED
2235615398	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4699590334873600	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.228333	-76.425			3421.0				2016-10-20T00:00:00	20	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.954Z		COORDINATE_ROUNDED
2235615397	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5386222662844416	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.235149	-76.396258			3507.0				2016-10-20T00:00:00	20	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.945Z		COORDINATE_ROUNDED
2235615396	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6441216753270784	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.943333	-76.554722			2987.0				2016-09-14T00:00:00	14	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.947Z		COORDINATE_ROUNDED
2235615394	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5790305869627392	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.901944	-76.61			3229.0				2016-09-22T00:00:00	22	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.960Z		COORDINATE_ROUNDED
2235615393	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6540709872009216	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.3325	-76.345556			3678.0				2016-08-31T00:00:00	31	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.956Z		COORDINATE_ROUNDED
2235615392	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5526423078961152	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.94	-76.623333			3341.0				2016-09-06T00:00:00	6	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.957Z		COORDINATE_ROUNDED
2235615391	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6353255823048704	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.9125	-76.597222			2947.0				2016-09-22T00:00:00	22	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.962Z		COORDINATE_ROUNDED
2235615390	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5544015265005568	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.218333	-76.575472			3441.0				2016-10-25T00:00:00	25	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.962Z		COORDINATE_ROUNDED
2235615389	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5034378941956096	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.216268	-76.582614			3241.0				2016-11-23T00:00:00	23	11	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.890Z		COORDINATE_ROUNDED
2235615386	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5168519360544768	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.381389	-76.320556			3386.0				2016-08-05T00:00:00	5	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.891Z		COORDINATE_ROUNDED
2235615385	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5133334988455936	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.321389	-76.298611			3379.0				2016-08-23T00:00:00	23	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.893Z		COORDINATE_ROUNDED
2235615384	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6512122569687040	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.228333	-76.425			3421.0				2016-10-20T00:00:00	20	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.898Z		COORDINATE_ROUNDED
2235615382	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6212518334693376	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.918333	-76.614722			3452.0				2016-09-16T00:00:00	16	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.895Z		COORDINATE_ROUNDED
2235615381	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5027781872189440	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.334722	-76.294444			3267.0				2016-08-15T00:00:00	15	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.898Z		COORDINATE_ROUNDED
2235615380	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5596791823138816	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.945278	-76.555556			3016.0				2016-09-14T00:00:00	14	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.902Z		COORDINATE_ROUNDED
2235615377	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6054188660293632	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.368056	-76.310278			3218.0				2016-07-27T00:00:00	27	7	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.912Z		COORDINATE_ROUNDED
2235615376	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5667697639555072	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.163845	-76.486744			3009.0				2016-10-14T00:00:00	14	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.918Z		COORDINATE_ROUNDED
2235615374	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5262540288294912	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.219807	-76.575766			3414.0				2016-10-25T00:00:00	25	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.909Z		COORDINATE_ROUNDED
2235615373	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6529177683492864	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.235648	-76.392392			3503.0				2016-10-20T00:00:00	20	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.933Z		COORDINATE_ROUNDED
2235615372	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5309256848900096	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.3375	-76.290278			3486.0				2016-08-15T00:00:00	15	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.934Z		COORDINATE_ROUNDED
2235615371	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5520363081433088	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.364722	-76.317778			3218.0				2016-07-27T00:00:00	27	7	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.924Z		COORDINATE_ROUNDED
2235615370	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5203703732633600	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.939722	-76.610833			3467.0				2016-09-06T00:00:00	6	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.925Z		COORDINATE_ROUNDED
2235615368	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5696284941877248	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.318611	-76.280278			3477.0				2016-08-23T00:00:00	23	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.834Z		COORDINATE_ROUNDED
2235615365	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6564362055581696	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.876944	-76.639722			3024.0				2016-10-06T00:00:00	6	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.849Z		COORDINATE_ROUNDED
2235615364	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4928288753451008	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.370556	-76.310556			3354.0				2016-07-27T00:00:00	27	7	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.838Z		COORDINATE_ROUNDED
2235615363	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5895858985893888	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.220306	-76.575425			3416.0				2016-11-11T00:00:00	11	11	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.845Z		COORDINATE_ROUNDED
2235615362	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6083313034854400	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.370556	-76.310556			3354.0				2016-07-27T00:00:00	27	7	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.855Z		COORDINATE_ROUNDED
2235615361	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4612166476890112	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.218472	-76.575528			3444.0				2016-10-27T00:00:00	27	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.859Z		COORDINATE_ROUNDED
2235615360	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6089910104621056	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.218108	-76.575968			3442.0				2016-10-25T00:00:00	25	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.852Z		COORDINATE_ROUNDED
